  1.1280000e+000  5.8000000e+002
  1.8760000e+000  7.4800000e+002
  3.0120000e+000  1.1360000e+003
  3.8520000e+000  8.4000000e+002
  4.6480000e+000  7.9600000e+002
  5.4880000e+000  8.4000000e+002
  6.2960000e+000  8.0800000e+002
  7.1080000e+000  8.1200000e+002
  7.8880000e+000  7.8000000e+002
  8.6680000e+000  7.8000000e+002
  9.5120000e+000  8.4400000e+002
  1.0328000e+001  8.1600000e+002
  1.1132000e+001  8.0400000e+002
  1.1932000e+001  8.0000000e+002
  1.2748000e+001  8.1600000e+002
  1.3552000e+001  8.0400000e+002
  1.4380000e+001  8.2800000e+002
  1.5164000e+001  7.8400000e+002
  1.5720000e+001  5.5600000e+002
  1.6732000e+001  1.0120000e+003
  1.7568000e+001  8.3600000e+002
  1.8420000e+001  8.5200000e+002
  1.9200000e+001  7.8000000e+002
  2.0028000e+001  8.2800000e+002
  2.0800000e+001  7.7200000e+002
  2.1520000e+001  7.2000000e+002
  2.2444000e+001  9.2400000e+002
  2.3232000e+001  7.8800000e+002
  2.4036000e+001  8.0400000e+002
  2.4852000e+001  8.1600000e+002
  2.5640000e+001  7.8800000e+002
  2.6456000e+001  8.1600000e+002
  2.7232000e+001  7.7600000e+002
  2.8088000e+001  8.5600000e+002
  2.8676000e+001  5.8800000e+002
  2.9576000e+001  9.0000000e+002
  3.0476000e+001  9.0000000e+002
  3.1332000e+001  8.5600000e+002
  3.2152000e+001  8.2000000e+002
  3.2936000e+001  7.8400000e+002
  3.3732000e+001  7.9600000e+002
  3.4556000e+001  8.2400000e+002
  3.5392000e+001  8.3600000e+002
  3.6076000e+001  6.8400000e+002
  3.6984000e+001  9.0800000e+002
  3.7796000e+001  8.1200000e+002
  3.8620000e+001  8.2400000e+002
  3.9404000e+001  7.8400000e+002
  4.0276000e+001  8.7200000e+002
  4.0940000e+001  6.6400000e+002
  4.1864000e+001  9.2400000e+002
  4.2700000e+001  8.3600000e+002
  4.3496000e+001  7.9600000e+002
  4.4320000e+001  8.2400000e+002
  4.5160000e+001  8.4000000e+002
  4.5856000e+001  6.9600000e+002
  4.6760000e+001  9.0400000e+002
  4.7392000e+001  6.3200000e+002
  4.8404000e+001  1.0120000e+003
  4.9288000e+001  8.8400000e+002
  5.0052000e+001  7.6400000e+002
  5.0920000e+001  8.6800000e+002
  5.1744000e+001  8.2400000e+002
  5.2560000e+001  8.1600000e+002
  5.3392000e+001  8.3200000e+002
  5.4240000e+001  8.4800000e+002
  5.4936000e+001  6.9600000e+002
  5.5836000e+001  9.0000000e+002
  5.6436000e+001  6.0000000e+002
  5.7456000e+001  1.0200000e+003
  5.8332000e+001  8.7600000e+002
  5.9148000e+001  8.1600000e+002
  5.9936000e+001  7.8800000e+002
  6.0760000e+001  8.2400000e+002
  6.1580000e+001  8.2000000e+002
