3.488000	3.060000
6.440000	2.952000
9.180000	2.740000
11.792000	2.612000
14.524000	2.732000
17.483999	2.959999
20.084000	2.600000
22.472000	2.388000
25.100000	2.628000
27.511999	2.411999
30.076000	2.564001
32.784000	2.708000
35.403999	2.619999
37.731998	2.327999
40.292000	2.560001
42.995998	2.703999
45.816002	2.820004
48.495998	2.679996
51.160000	2.664001
53.616001	2.456001
56.264000	2.647999
58.944000	2.680000
61.672001	2.728001
64.388000	2.716000
66.980003	2.592003
69.667999	2.687996
72.251999	2.584000
74.835999	2.584000
77.480003	2.644005
80.148003	2.667999
82.776001	2.627998
85.580002	2.804001
88.188004	2.608002
90.888000	2.699997
93.584000	2.695999
96.171997	2.587997
98.795998	2.624001
101.339996	2.543999
103.832001	2.492004
106.496002	2.664001
109.040001	2.543999
111.519997	2.479996
114.047997	2.528000
116.603996	2.556000
119.276001	2.672005
121.860001	2.584000
124.424004	2.564003
127.028000	2.603996
129.576004	2.548004
132.123993	2.547989
134.548004	2.424011
137.048004	2.500000
139.587997	2.539993
142.095993	2.507996
144.688004	2.592010
147.248001	2.559998
149.856003	2.608002
152.356003	2.500000
154.895996	2.539993
157.363998	2.468002
159.876007	2.512009
162.391998	2.515991
164.940002	2.548004
167.419998	2.479996
169.940002	2.520004
172.395996	2.455994
174.951996	2.556000
177.479996	2.528000
180.039993	2.559998
182.380005	2.340012
184.947998	2.567993
187.408005	2.460007
190.016006	2.608002
192.507996	2.491989
195.059998	2.552002
197.535995	2.475998
200.056000	2.520004
202.600006	2.544006
205.132004	2.531998
207.656006	2.524002
210.223999	2.567993
212.835999	2.612000
215.440002	2.604004
218.011993	2.571991
220.647995	2.636002
223.080002	2.432007
225.567993	2.487991
228.151993	2.584000
230.548004	2.396011
233.104004	2.556000
235.604004	2.500000
238.227997	2.623993
240.975998	2.748001
243.695999	2.720001
246.296005	2.600006
248.608002	2.311996
250.975998	2.367996
253.423996	2.447998
255.723999	2.300003
258.208008	2.484009
260.764008	2.556000
263.411987	2.647980
265.876007	2.464020
268.515991	2.639984
270.903992	2.388000
273.335999	2.432007
275.847992	2.511993
278.279999	2.432007
280.888000	2.608002
283.571991	2.683990
286.052002	2.480011
288.696014	2.644012
291.339996	2.643982
293.832001	2.492004
296.368011	2.536011
298.940002	2.571991
301.584015	2.644012
303.955994	2.371979
306.708008	2.752014
309.272003	2.563995
311.872009	2.600006
314.380005	2.507996
316.940002	2.559998
319.584015	2.644012
322.144012	2.559998
324.828003	2.683990
327.480011	2.652008
330.187988	2.707977
332.895996	2.708008
335.683990	2.787994
338.276001	2.592010
340.984009	2.708008
343.739990	2.755981
346.335999	2.596008
349.048004	2.712006
351.596008	2.548004
354.208008	2.612000
356.899994	2.691986
359.428009	2.528015
362.023987	2.595978
364.503998	2.480011
367.247986	2.743988
369.847992	2.600006
372.503998	2.656006
375.131989	2.627991
377.536011	2.404022
379.876007	2.339996
382.384003	2.507996
384.895996	2.511993
387.420013	2.524017
389.911987	2.491974
392.515991	2.604004
395.036011	2.520020
397.612000	2.575989
400.127991	2.515991
402.795990	2.667999
406.167999	3.372009
409.044006	2.876007
411.608002	2.563995
414.343994	2.735992
417.088013	2.744019
419.532013	2.444000
422.164001	2.631989
425.000000	2.835999
427.743988	2.743988
430.488007	2.744019
433.179993	2.691986
435.664001	2.484009
438.436005	2.772003
441.059998	2.623993
443.563995	2.503998
445.959991	2.395996
448.608002	2.648010
451.140015	2.532013
453.803986	2.663971
456.291992	2.488007
458.812012	2.520020
461.623993	2.811981
464.160004	2.536011
467.040009	2.880005
469.776001	2.735992
472.368011	2.592010
475.071991	2.703979
477.556000	2.484009
480.196014	2.640015
482.835999	2.639984
485.588013	2.752014
488.252014	2.664001
491.007996	2.755981
493.503998	2.496002
496.067993	2.563995
498.579987	2.511993
501.556000	2.976013
504.424011	2.868011
507.212006	2.787994
509.787994	2.575989
512.440002	2.652008
515.231995	2.791992
517.828003	2.596008
520.583984	2.755981
523.244019	2.660034
525.671997	2.427979
528.223999	2.552002
530.872009	2.648010
533.547974	2.675964
536.468018	2.920044
539.228027	2.760010
542.255981	3.027954
545.419983	3.164001
548.528015	3.108032
551.479980	2.951965
554.159973	2.679993
556.992004	2.832031
559.695984	2.703979
562.411987	2.716003
565.236023	2.824036
567.828003	2.591980
570.604004	2.776001
573.276001	2.671997
575.916016	2.640015
578.695984	2.779968
581.604004	2.908020
584.052002	2.447998
586.908020	2.856018
589.768005	2.859985
592.664001	2.895996
595.447998	2.783997
598.296021	2.848022
601.080017	2.783997
603.963989	2.883972
607.015991	3.052002
609.815979	2.799988
612.520020	2.704041
615.307983	2.787964
617.971985	2.664001
620.892029	2.920044
623.711975	2.819946
626.504028	2.792053
629.164001	2.659973
631.859985	2.695984
634.567993	2.708008
637.072021	2.504028
639.744019	2.671997
642.372009	2.627991
644.960022	2.588013
647.596008	2.635986
650.116028	2.520020
652.723999	2.607971
655.307983	2.583984
657.952026	2.644043
660.395996	2.443970
663.052002	2.656006
665.820007	2.768005
668.447998	2.627991
671.083984	2.635986
673.700012	2.616028
676.304016	2.604004
678.935974	2.631958
681.651978	2.716003
684.367981	2.716003
687.159973	2.791992
690.127991	2.968018
693.304016	3.176025
699.424011	6.119995
701.403992	1.979980
708.575989	7.171997
711.015991	2.440002
713.599976	2.583984
716.648010	3.048035
719.599976	2.951965
722.736023	3.136047
725.835999	3.099976
728.955994	3.119995
732.911987	3.955994
736.176025	3.264038
739.383972	3.207947
742.588013	3.204041
