1.700	696.00
2.360	660.00
3.084	724.00
3.732	648.00
4.492	760.00
5.208	716.00
5.908	700.00
6.632	724.00
7.304	672.00
8.004	700.00
8.728	724.00
9.396	668.00
10.108	712.00
10.812	704.00
11.484	672.00
12.236	752.00
12.904	668.00
13.620	716.00
14.312	692.00
15.004	692.00
15.716	712.00
16.352	636.00
17.084	732.00
23.480	6396.00
23.764	284.00
24.468	704.00
25.104	636.00
25.816	712.00
26.444	628.00
27.188	744.00
27.860	672.00
28.560	700.00
29.248	688.00
29.916	668.00
30.664	748.00
31.292	628.00
32.044	752.00
32.752	708.00
33.444	692.00
34.148	704.00
34.780	632.00
35.476	696.00
36.100	624.00
36.736	636.00
37.320	584.00
38.040	720.00
38.752	712.00
39.380	628.00
40.116	736.00
40.768	652.00
41.468	700.00
42.168	700.00
42.792	624.00
43.504	712.00
44.140	636.00
44.864	724.00
45.532	668.00
46.208	676.00
46.932	724.00
47.544	612.00
48.272	728.00
48.948	676.00
49.620	672.00
50.304	684.00
50.944	640.00
51.676	732.00
52.332	656.00
53.016	684.00
53.700	684.00
54.356	656.00
55.100	744.00
55.760	660.00
56.444	684.00
57.136	692.00
57.792	656.00
58.532	740.00
59.220	688.00
59.916	696.00
60.608	692.00
61.244	636.00
61.984	740.00
62.612	628.00
63.356	744.00
64.048	692.00
64.720	672.00
65.408	688.00
66.048	640.00
66.780	732.00
67.412	632.00
68.136	724.00
68.800	664.00
69.512	712.00
70.224	712.00
70.864	640.00
71.608	744.00
72.244	636.00
72.996	752.00
73.712	716.00
74.408	696.00
75.124	716.00
75.752	628.00
76.496	744.00
77.132	636.00
77.856	724.00
78.524	668.00
79.228	704.00
79.940	712.00
80.560	620.00
81.304	744.00
81.968	664.00
82.648	680.00
83.332	684.00
83.964	632.00
84.700	736.00
85.332	632.00
86.064	732.00
86.728	664.00
87.400	672.00
88.092	692.00
88.712	620.00
89.348	636.00
89.944	596.00
90.592	648.00
91.100	508.00
91.848	748.00
92.456	608.00
93.180	724.00
93.748	568.00
94.432	684.00
95.076	644.00
95.740	664.00
96.368	628.00
97.056	688.00
97.696	640.00
98.368	672.00
99.024	656.00
99.708	684.00
100.372	664.00
101.048	676.00
101.696	648.00
102.348	652.00
103.080	732.00
103.740	660.00
104.436	696.00
105.140	704.00
105.764	624.00
106.480	716.00
107.144	664.00
107.836	692.00
108.536	700.00
